,Name,Link,Image,Brand,Best price,Normal price,Type of product,Category,Description,Ingredients,Available,Date
6538,Pack Detergente líquido para diluir rinde 9 L,https://www.santaisabel.cl/pack-detergente-liquido-para-diluir-rinde-9-l-1856053/p,https://santaisabel.vtexassets.com/arquivos/ids/184399-750-750?width=750&height=750&aspect=true,OMO,18490,19999,Detergente Líquido,Limpieza,"OMO detergente líquido para diluir con su nueva tecnología te pemite tener lo mejor de OMO en 3 simples pasos: agregas 2,5 L de agua, luego agregas OMO para diluir 500 ML. Listo para usar con la misma performance y calidad de siempre.",NA,Yes,2022-09-26
6539,Rodillo Quita Pelusas Scotch Brite,https://www.santaisabel.cl/rodillo-quita-pelusas-scotch-brite-1373580/p,https://santaisabel.vtexassets.com/arquivos/ids/173558-750-750?width=750&height=750&aspect=true,Scotch Brite,NA,4299,NA,Limpieza,"Quitan todo tipo de pelusa, pelo y polvo de la ropa y otras superficies de tela. Práctico y fácil de usar por su diseño de mango ergonómico. Rodillo con hojas adhesivas para quitar pelos y pelusas. Quitan todo tipo de pelusa, pelo y polvo de la ropa y otras superficies de tela. Práctico y fácil de usar por su diseño de mango ergonómico. Rodillo con hojas adhesivas para quitar pelos y pelusas.",NA,Yes,2022-09-26
6540,Cera crema incolora 400 cc,https://www.santaisabel.cl/cera-crema-nugget-incolora-400-cc-958076002/p,https://santaisabel.vtexassets.com/arquivos/ids/167589-750-750?width=750&height=750&aspect=true,Nugget,NA,1999,Ceras,Limpieza,"Perfecta para mantener tus pisos lustrados y brillantes. Además de embellecer el piso, también lo protege.",NA,Yes,2022-09-26
6541,Cera crema roja 530 cc,https://www.santaisabel.cl/cera-crema-brillina-virginia-roja-530-cc-1561101/p,https://santaisabel.vtexassets.com/arquivos/ids/185509-750-750?width=750&height=750&aspect=true,Brillina Virginia,NA,1999,NA,Limpieza,,NA,Yes,2022-09-26
6542,Limpiador vidrios biodegradable 500 ml,https://www.santaisabel.cl/limpiador-vidrios-biodegradable-500-ml-1901500/p,https://santaisabel.vtexassets.com/arquivos/ids/191285-750-750?width=750&height=750&aspect=true,Virutex,NA,2759,NA,Limpieza,"Limpiador de vidrio con ingredientes biodegradables, envase 100% reciclable y fabricado con un 25% de material reciclado. Limpieza profunda de vidrios, rápido secado, no deja aureolas. Su fragancia proviene de extractos y esencias naturales.",NA,Yes,2022-09-26
6543,Insecticida Raid pulgas y garrapatas 390 cc,https://www.santaisabel.cl/insecticida-raid-390-cc-mata-pulgas-y-garrapatas/p,https://santaisabel.vtexassets.com/arquivos/ids/176780-750-750?width=750&height=750&aspect=true,Raid,3408,4869,Insecticidas,Limpieza,"Raid trae una novedosa fórmula para acabar con las molestas pulgas y garrapatas que frecuentan tu hogar y patio. Si quieres proteger tu casa, ¡Raid es tu mejor opción! Raid trae una novedosa fórmula para acabar con las molestas pulgas y garrapatas que frecuentan tu hogar y patio. Si quieres proteger tu casa, ¡Raid es tu mejor opción!",NA,Yes,2022-09-26
6544,Desodorante ambiental eléctrico repuesto 1 un. vainilla 21 ml,https://www.santaisabel.cl/desodorante-ambiental-electrico-recarga-21-ml-659580003/p,https://santaisabel.vtexassets.com/arquivos/ids/180907-750-750?width=750&height=750&aspect=true,Air Wick,NA,4169,Fecha de Vencimiento,Limpieza,"Disfruta de Air Wick® Vainilla y su fórmula de origen natural, enriquecida con aceites esenciales. Captura la suave y deliciosa esencia de vainilla, envolviendo tu habitación con los mejores recuerdos de un tierno abrazo.",NA,Yes,2022-09-26
6545,Quitamanchas Líquido Blanco 800 ml,https://www.santaisabel.cl/quitamanchas-blanco-800-ml-1880413/p,https://santaisabel.vtexassets.com/arquivos/ids/210970-750-750?width=750&height=750&aspect=true,Vanish,NA,2369,NA,Limpieza,Vanish Crystal White es un quitamanchas líquido + blanqueador sin cloro con fórmula en gel más espesa. Hecho especialmente para remover manchas y dejar tu ropa blanca más blanca en 1 lavado* sin dañar los tejidos de tus prendas. Úsalo en todas tus lavadas para mantener los blancos como nuevos.,NA,Yes,2022-09-26
6546,Suavizante concentrado Sports 900 ml,https://www.santaisabel.cl/suavizante-concentrado-sports-900-ml-1856120/p,https://santaisabel.vtexassets.com/arquivos/ids/196957-750-750?width=750&height=750&aspect=true,Downy,NA,5199,Suavizantes,Limpieza,"Suavizante líquido de telas Downy. Suaviza, deja fresca y protege la ropa que amas. Aromatiza tus prendas.",NA,Yes,2022-09-26
6547,Limpiador Desinfectante Multisuperficies Clorox Expert 450 ml,https://www.santaisabel.cl/limpiador-expert-multisuperficie-450-cc-1898961/p,https://santaisabel.vtexassets.com/arquivos/ids/195742-750-750?width=750&height=750&aspect=true,Clorox,NA,1490,Limpiadores de Piso,Limpieza,"El Desinfectante Multisuperficies Expert está diseñado para cumplir con las exigencias de una limpieza y desinfección profesional en un solo paso. Es ideal para quienes buscan una desinfección rápida y profunda con cloro en todos los espacios de la casa: baños, cocinas, cuartos y también en electrónica. Contiene cloro activo para asegurar una mejor desinfección en menos tiempo.",NA,Yes,2022-09-26
6548,Limpiador baño biodegradable 500 ml,https://www.santaisabel.cl/limpiador-bano-biodegradable-500-ml-1901498/p,https://santaisabel.vtexassets.com/arquivos/ids/191291-750-750?width=750&height=750&aspect=true,Virutex,NA,2759,NA,Limpieza,"Limpiador de baño con ingredientes biodegradables, envase 100% reciclable y fabricado con un 25% de material reciclado. Elimina eficazmente el sarro y jabón de las superficies y en grifería. Su fragancia proviene de extractos y esencias naturales.",NA,Yes,2022-09-26
6549,Ultra quitamanchas polvo ropa color 90 g,https://www.santaisabel.cl/ultra-quitamanchas-polvo-ropa-color-90-g-1686113/p,https://santaisabel.vtexassets.com/arquivos/ids/171611-750-750?width=750&height=750&aspect=true,Clorox,NA,1129,Quitamanchas,Limpieza,"Clorox ropa color Ultra quita manchas disuelve las manchas, remueve la suciedad, penetra las manchas, es para colores vivos y cuenta con el poder del oxígeno. Usa este producto junto a tu detergente habitual, obtendrás resultados superiores. Mantiene los colores vivos.",NA,Yes,2022-09-26
6550,Detergente líquido lirios y rosas 1 L,https://www.santaisabel.cl/www-jumbo-clrinso-detergenteliquido-matic-verde-1l/p,https://santaisabel.vtexassets.com/arquivos/ids/162904-750-750?width=750&height=750&aspect=true,Rinso,NA,3449,NA,Limpieza,"Rinso ha desarrollado una tecnología única y superior que elimina el aspecto amarillento desvanecido de tu ropa blanca y hace que tu ropa quede con una blancura impecable. Rinso no sólo te brinda una profunda limpieza, sino que gacias a su increible tecno",NA,Yes,2022-09-26
6551,Quitamanchas Líquido Rosa 1.8 L,https://www.santaisabel.cl/quitamanchas-rosa-doypack-1-8-l-1892366/p,https://santaisabel.vtexassets.com/arquivos/ids/197489-750-750?width=750&height=750&aspect=true,Vanish,NA,4099,NA,Limpieza,"Vanish Gel Multiusos es un quitamanchas líquido sin cloro con fórmula más espesa que elimina las manchas de tus prendas en la primera lavada. Hecho especialmente para remover esas manchas del día a día, sin dañar los tejidos ni colores de tus prendas favoritas. Puedes usarlo en todas tus lavadas, ya que Vanish rinde hasta 2 veces más. Agregue a su lavadora 100 mL de Vanish Gel Multiuso junto con su detergente por cada carga y lave de manera habitual.",NA,Yes,2022-09-26
6552,Mopa redonda algodón extra grande repuesto clásica,https://www.santaisabel.cl/repuesto-mopa-virutex-1-unid-de-algodon-tiras-2/p,https://santaisabel.vtexassets.com/arquivos/ids/179572-750-750?width=750&height=750&aspect=true,Virutex,4463,5579,NA,Limpieza,Repuesto Mopa de algodón con gran capacidad de absorción. Apta para todas las superficies del hogar y capaz de remover suciedad adherida sobre la superficie. 165 gramos de hilaza.,NA,Yes,2022-09-26
6553,Pack 2 un. Detergente OMO Piel Sensible diluible 500 ml,https://www.santaisabel.cl/pack-2-un-detergente-omo-piel-sensible-diluible-500-ml-1928237/p,https://santaisabel.vtexassets.com/arquivos/ids/199772-750-750?width=750&height=750&aspect=true,OMO,12490,13999,NA,Limpieza,Encuentra Pack 2 un. Detergente OMO Piel Sensible diluible 500 ml y toda la variedad de productos Omo navegando en nuestro sitio web.,NA,Yes,2022-09-26
6554,Mopa algodón c/mango,https://www.santaisabel.cl/mopa-algodon-c-mango-home-care-1873513/p,https://santaisabel.vtexassets.com/arquivos/ids/189308-750-750?width=750&height=750&aspect=true,Home Care,NA,5249,NA,Limpieza,Encuentra Mopa algodón c/mango y toda la variedad de productos Home Care navegando en nuestro sitio web.,NA,Yes,2022-09-26
6555,Quitamanchas Polvo Rosa 450 g,https://www.santaisabel.cl/quitamanchas-en-polvo-rosa-para-ropa-450-g/p,https://santaisabel.vtexassets.com/arquivos/ids/197504-750-750?width=750&height=750&aspect=true,Vanish,NA,6790,NA,Limpieza,"Ahora Vanish como potenciador de lavado, trae cuatro beneficios: Remueve hasta las manchas más difíciles, Previene la transferencia de color, Elimina los malos olores y Mata el 99.9% de bacterias de tus prendas. Úsalo en todas tus lavadas y deja tu ropa de color como nueva por más tiempo con Vanish.",NA,Yes,2022-09-26
6556,Virutilla líquida pisos de madera 900 ml,https://www.santaisabel.cl/virutilla-liquida-para-pisos-de-madera-aromatizada-virginia-900-cc-535046/p,https://santaisabel.vtexassets.com/arquivos/ids/185528-750-750?width=750&height=750&aspect=true,Virginia,NA,3759,NA,Limpieza,Perfecto para mantener tu hogar totalmente limpio e higienizado. Deja tus pisos relucientes y aromatizados.,NA,Yes,2022-09-26
6557,Toallas faciales Elite 90 unid.,https://www.santaisabel.cl/toallas-faciales-elite-90-unid-276532/p,https://santaisabel.vtexassets.com/arquivos/ids/167539-750-750?width=750&height=750&aspect=true,Elite,NA,1049,Toallas de Papel,Limpieza,Facial Elite doble hoja con loción suavizante en formato individual con atractivos diseños de sus envases,NA,Yes,2022-09-26
6558,Limpiador crema glade floral 450 ml,https://www.santaisabel.cl/limpiador-crema-floral-450-cc/p,https://santaisabel.vtexassets.com/arquivos/ids/177248-750-750?width=750&height=750&aspect=true,Mr. Músculo,NA,1789,Limpiadores Baño y Cocina,Limpieza,Este limpiador en crema posee una fórmula exclusiva que elimina la suciedad difícil de manera efectiva y sin esfuerzo. ¡Limpia menos y vive más!,NA,Yes,2022-09-26
6559,Limpiador desinfectante amonio gatillo 500 ml,https://www.santaisabel.cl/limp-desinf-excell-amonio-gatillo-500ml/p,https://santaisabel.vtexassets.com/arquivos/ids/175112-750-750?width=750&height=750&aspect=true,Excell,NA,2299,NA,Limpieza,"Fabricado para una triple acción: limpieza, aromatiza y desinfecta. Elimina el 99% de las bacterias, virus y hongos de todas las superficies de tu hogar.",NA,Yes,2022-09-26
6560,Trapero algodón doble c/ojal 45 x 50 cm clásica,https://www.santaisabel.cl/trapero-doble-virutex/p,https://santaisabel.vtexassets.com/arquivos/ids/179577-750-750?width=750&height=750&aspect=true,Virutex,2511,3139,NA,Limpieza,"Trapero de algodón de fibra reforzada con tecnología lint free que no deja pelusas durante su uso. Alto poder absorbente, apto para cocinas y terrazas, no retiene malos olores. Doble ojal reforzado con ultrasonido para evitar desgarres, de tamaño 45x50 cm.",NA,Yes,2022-09-26
6561,Limpiador adhesivo inodoro floral,https://www.santaisabel.cl/limpiador-adhesivo-inodoro-floral-1883876/p,https://santaisabel.vtexassets.com/arquivos/ids/200556-750-750?width=750&height=750&aspect=true,Pato Purific,NA,1159,NA,Limpieza,Pato Purific Bloque Adhesivo es la manera más conveniente y discreta de mantener la taza del inodoro siempre limpia y fresca: basta con colocar el adhesivo en la superficie de la taza del inodoro y listo!,NA,Yes,2022-09-26
6562,Trapero para piso frazada,https://www.santaisabel.cl/trapero-para-piso-frazada-507566/p,https://santaisabel.vtexassets.com/arquivos/ids/191715-750-750?width=750&height=750&aspect=true,Santa Lucia,NA,1199,NA,Limpieza,,NA,Yes,2022-09-26
6563,Pinzas p/ropa madera 24 un. clásica,https://www.santaisabel.cl/pinzas-de-madera-para-ropa-24-un-120661/p,https://santaisabel.vtexassets.com/arquivos/ids/179575-750-750?width=750&height=750&aspect=true,Virutex,NA,2059,NA,Limpieza,"Pack de pinzas de madera para colgar ropa, sostienen el peso de la ropa mojada con un agarre seguro.",NA,Yes,2022-09-26
6564,Lana grande clásica,https://www.santaisabel.cl/virutilla-para-olla-virutex-256912/p,https://santaisabel.vtexassets.com/arquivos/ids/179585-750-750?width=750&height=750&aspect=true,Virutex,NA,829,NA,Limpieza,"Lana fina de acero, ideal para la limpieza de indumentaria de cocina de metal, como el aluminio. Limpia, pule y abrillanta.",NA,Yes,2022-09-26
6565,Quitamanchas Polvo Blanco 450 g,https://www.santaisabel.cl/quitamanchas-polvo-blanco-450-g-1898964/p,https://santaisabel.vtexassets.com/arquivos/ids/197493-750-750?width=750&height=750&aspect=true,Vanish,NA,6790,NA,Limpieza,"Ahora Vanish como potenciador de lavado, trae cuatro beneficios: Remueve hasta las manchas más difíciles, Deja tus blancos más blancos, Elimina los malos olores y Elimina el 99.9% de virus y bacterias de tus prendas. Úsalo en todas tus lavadas y deja tu ropa blanca como nueva por más tiempo con Vanish",NA,Yes,2022-09-26
6566,Hisopo de naylon para w/c,https://www.santaisabel.cl/hisopo-de-naylon-para-w-c-507562/p,https://santaisabel.vtexassets.com/arquivos/ids/191713-750-750?width=750&height=750&aspect=true,Santa Lucia,NA,2579,NA,Limpieza,,NA,Yes,2022-09-26
6567,Trapero algodón 45 x 50 cm,https://www.santaisabel.cl/trapero-fibro-algodon-spontex-45x50-cm-120725/p,https://santaisabel.vtexassets.com/arquivos/ids/175147-750-750?width=750&height=750&aspect=true,Spontex,NA,2089,NA,Limpieza,Tu piso reluciente y sin pelusas gracias al nuevo trapero de Spontex. Su algodón reforzado con ojal permite una limpieza mucho más prolija que la de los traperos convencionales.,NA,Yes,2022-09-26
6568,Detergente líquido Drive Bioenzimas 3 L,https://www.santaisabel.cl/detergente-liquido-drive-bioenzimas-3-l-1921252/p,https://santaisabel.vtexassets.com/arquivos/ids/199501-750-750?width=750&height=750&aspect=true,Drive,11849,15799,NA,Limpieza,"El nuevo Drive Bioenzimas te ofrece una tecnología superior en limpieza y cuidado, ayudando a preservar los formatos, colores y texturas de tu ropa mientras realiza una limpieza mucho más profunda. La acción biológica de las enzimas de origen natural, penetra en las fibras para limpiar profundamente y prevenir que las micro partículas de suciedad queden atrapadas, logrando un cuidado superior.

Con su nueva fórmula, Drive te permite cuidar tu ropa mientras cuidas el planeta, ya que está formulado con enzimas de origen natural y activos biodegradables.",NA,Yes,2022-09-26
6569,Aerosol Spring Waterfall 370 ml,https://www.santaisabel.cl/aerosol-spring-waterfall-370-ml-941588002/p,https://santaisabel.vtexassets.com/arquivos/ids/191776-750-750?width=750&height=750&aspect=true,Lysol,NA,2759,Desodorante Ambiental,Limpieza,Encuentra Aerosol Spring Waterfall 370 ml y toda la variedad de productos Lysol navegando en nuestro sitio web.,NA,Yes,2022-09-26
6570,Repuesto mopa algodón,https://www.santaisabel.cl/repuesto-mopa-algodon-homecare-1873514/p,https://santaisabel.vtexassets.com/arquivos/ids/189306-750-750?width=750&height=750&aspect=true,Home Care,NA,3899,NA,Limpieza,Encuentra Repuesto mopa algodón y toda la variedad de productos Home Care navegando en nuestro sitio web.,NA,Yes,2022-09-26
6571,Insecticida tabletas mosquitos y zancudos 12 un.,https://www.santaisabel.cl/insecticida-tabletas-mosquitos-y-zancudos-12-un-1894747/p,https://santaisabel.vtexassets.com/arquivos/ids/186908-750-750?width=750&height=750&aspect=true,Raid,2324,3099,NA,Limpieza,"Raid Tabletas repele los mosquitos por hasta 12 horas. Protección toda la noche. Mata los insectos bien muertos, protege a tu familia.",NA,Yes,2022-09-26
6572,Limpiador antigrasa para cocina gatillo 750 ml,https://www.santaisabel.cl/limpiador-antigrasa-para-cocina-kh-7-750-ml-con-gatillo/p,https://santaisabel.vtexassets.com/arquivos/ids/185639-750-750?width=750&height=750&aspect=true,KH-7,NA,4119,Limpiadores Baño y Cocina,Limpieza,"Esté donde esté la grasa, KH-7 nunca falla. Desengrasante profesional en gatillo, que sin esforzarse saca la grasa y todo lo sucio, incluyendo hasta lo incrustado y más difícil.",NA,Yes,2022-09-26
6573,Escobillón superficies delicadas fibra suave,https://www.santaisabel.cl/escobillon-superficies-delicadas-fibra-suave-675367/p,https://santaisabel.vtexassets.com/arquivos/ids/191274-750-750?width=750&height=750&aspect=true,Virutex,NA,8389,NA,Limpieza,"Escobillón con fibras suaves plumadas, resistentes y durables. Ideal para barrer superficies delicadas como por ejemplo pisos flotante. Atrapa polvo de manera eficiente.",NA,Yes,2022-09-26
6574,Guantes multiuso talla S,https://www.santaisabel.cl/guantes-multiuso-talla-s-120561/p,https://santaisabel.vtexassets.com/arquivos/ids/173568-750-750?width=750&height=750&aspect=true,Virutex,NA,3249,NA,Limpieza,"Guantes multiusos resistentes y cómodos, ideales para la limpieza del hogar y lavado de loza. Su interior gamuzado absorbe la humedad y permite sacárselos fácilmente. La palma y dedos tienen textura antideslizante.",NA,Yes,2022-09-26
6575,Escobilla limpia sanitario con base clásica,https://www.santaisabel.cl/escobilla-limpia-sanitarios-virutex-1-unid-co-2/p,https://santaisabel.vtexassets.com/arquivos/ids/179592-750-750?width=750&height=750&aspect=true,Virutex,NA,4749,NA,Limpieza,"Escobilla para limpiar inodoro, de fibras resistentes y durables. Viene con una base que evita el contacto directo de la escobilla con el piso, logrando mantener la higiene y el orden.",NA,Yes,2022-09-26
6576,Repuesto limpiador de baño Mr Músculo 450 cc,https://www.santaisabel.cl/limpiador-liquido-bano-mr-musculo-doypack-450/p,https://santaisabel.vtexassets.com/arquivos/ids/176884-750-750?width=750&height=750&aspect=true,Mr. Músculo,NA,1909,Limpiador de Inodoro,Limpieza,"La fórmula quitamanchas remueve los residuos de jabón y las marcas de agua dura. Afloja y remueve la suciedad adherida.
Aplicaciones: Baño: úselo en bañeras, lavatorios, inodoros, bidés, azulejos, cortinas de baño, mamparas plásticas y espejos. En el caso de superficies de acero o cromo, no deje el producto en contacto con estas superficies por más de 3 minutos. Otros: úselo en fórmicas, superficies plásticas, cerámicas y artefactos eléctricos. La fórmula quitamanchas remueve los residuos de jabón y las marcas de agua dura. Afloja y remueve la suciedad adherida.",NA,Yes,2022-09-26
6577,"Paño multiuso Scotch Brite, 6 unid.",https://www.santaisabel.cl/pano-multiuso-scotch-brite-6-unid-1744266/p,https://santaisabel.vtexassets.com/arquivos/ids/173732-750-750?width=750&height=750&aspect=true,Scotch Brite,NA,3999,NA,Limpieza,Aprovecha la multifuncionalidad del pack de paños multiusos Scotch-Brite® para limpiar y secar todo tipo de superficies además de dejarlas sin pelusas.Puede usarse con cualquier limpiador común. Aprovecha la multifuncionalidad del pack de paños multiusos Scotch-Brite® para limpiar y secar todo tipo de superficies además de dejarlas sin pelusas.Puede usarse con cualquier limpiador común.,NA,Yes,2022-09-26
6578,Quitamanchas Blancos Supremos 960 g,https://www.santaisabel.cl/quitamanchas-blancos-supremos-ropa-blanca-960-ml-1769150/p,https://santaisabel.vtexassets.com/arquivos/ids/206728-750-750?width=750&height=750&aspect=true,Clorox,NA,2649,Tratamiento de Ropa,Limpieza,"El Quitamanchas Ropa Blancos Supremos cuenta con una fórmula sin cloro que resulta ideal para todo tipo de telas, en especial aquellas prendas delicadas, o blancas con un toque de color o incluso las telas elásticas. Hace lucir tu ropa blanca aún más blanca. Para quitar las manchas de tus prendas es necesario ½ taza de producto. Para remover manchas difíciles se debe aplicar directamente sobre la misma y dejar reposar durante 5 minutos, luego la prenda está lista para continuar con el ciclo de lavado normal.",NA,Yes,2022-09-26
6579,Desodorante aerosol floral 275 ml,https://www.santaisabel.cl/desodorante-aerosol-floral-275-ml/p,https://santaisabel.vtexassets.com/arquivos/ids/176876-750-750?width=750&height=750&aspect=true,Glade,NA,1639,NA,Limpieza,,NA,Yes,2022-09-26
6580,Guantes multiuso mediano,https://www.santaisabel.cl/guantes-multiuso-fibro-mediano-120879/p,https://santaisabel.vtexassets.com/arquivos/ids/199968-750-750?width=750&height=750&aspect=true,Fibro,NA,2529,Guantes y Toma Ollas,Limpieza,Guante multiuso hace que sea más resistente y calce perfecto ante cualquier tipo de menaje cocina. Producto reutilizable disponible en tamaño mediano. Guante multiuso hace que sea más resistente y calce perfecto ante cualquier tipo de menaje cocina. Producto reutilizable disponible en tamaño mediano.,NA,Yes,2022-09-26
6581,Betún para calzado negro 65 g,https://www.santaisabel.cl/betun-para-calzado-negro-65-g-1846768/p,https://santaisabel.vtexassets.com/arquivos/ids/199075-750-750?width=750&height=750&aspect=true,Nugget,NA,1499,Limpiadores de Calzado,Limpieza,El Betún Calzado Negro 65grs Nugget es una pasta especial para zapatos que permite renovar el calzado y mantener el brillo natural.,NA,Yes,2022-09-26
6582,Quitamanchas Líquido Blanco 1.8 L,https://www.santaisabel.cl/quitamanchas-blanco-doypack-1-8-l-1892365/p,https://santaisabel.vtexassets.com/arquivos/ids/197486-750-750?width=750&height=750&aspect=true,Vanish,NA,4099,NA,Limpieza,Vanish Crystal White es un quitamanchas líquido + blanqueador sin cloro con fórmula en gel más espesa. Hecho especialmente para remover manchas y dejar tu ropa blanca más blanca en 1 lavado* sin dañar los tejidos de tus prendas. Úsalo en todas tus lavadas para mantener los blancos como nuevos. Agregue a su lavadora 100 mL de Vanish Gel Multiuso junto con su detergente por cada carga y lave de manera habitual.,NA,Yes,2022-09-26
6583,Glade toque troplical floral 2 un. 9 g,https://www.santaisabel.cl/des-glade-toque-tropical-floral-2un-9gr-1892682/p,https://santaisabel.vtexassets.com/arquivos/ids/183938-750-750?width=750&height=750&aspect=true,Glade,NA,4079,NA,Limpieza,Un solo toque de Tropical Floral Glade refrescará tu baño con un fino rocío discreto y una fórmula concentrada con una fragancia 10 veces mayor en notas tropicales.,NA,Yes,2022-09-26
6584,Betún líquido para zapato café 60 ml,https://www.santaisabel.cl/betun-liquido-color-cafe-extra-brillo-60-cc-1002565002/p,https://santaisabel.vtexassets.com/arquivos/ids/189918-750-750?width=750&height=750&aspect=true,Virginia,NA,1829,NA,Limpieza,"Desde 1896 la línea de limpieza para el calzado más completa del mercado, se caracterizada por su excelente calidad y conveniente precio, en su amplia gama de productos para el calzado. Si quieres que los zapatos de colegio de tu niña o niño estén siempre como nuevos, que las zapatillas para el colegio nunca pierdan su blanco, y que se vean todo el día como cuando llegan por las mañanas a clases, no olvides cuidarlos con nuestra completa línea de productos para todo tipo de calzado escolar VIRGINIA, una pasadita y basta.",NA,Yes,2022-09-26
6585,Insecticida recarga aparato eléctrico Raid mosquitos y zancudos 32.9 ml,https://www.santaisabel.cl/insecticida-raid-32-9-ml-recarga-liquido-electrico-contra-mosquitos-y-zancudos/p,https://santaisabel.vtexassets.com/arquivos/ids/176766-750-750?width=750&height=750&aspect=true,Raid,3922,5229,Aerosoles y Desinfectantes,Limpieza,"45 noches, lo más práctico para dormir sin mosquitos",NA,Yes,2022-09-26
6586,Desodorante ambiental Toque Placer floral y frutos rojos 9 g,https://www.santaisabel.cl/des-glade-toque-p-floral-y-frutos-9gr-1892686/p,https://santaisabel.vtexassets.com/arquivos/ids/183963-750-750?width=750&height=750&aspect=true,Glade,NA,2869,NA,Limpieza,"Glade® Toque® brinda la tranquilidad de una ráfaga de frescura instantánea cuando la necesitas. Solo presiona para activar el delicado rocío silencioso y rápidamente llena de fragancia tu baño. Su fórmula concentrada de tamaño discreto ayuda a garantizar que tu baño siempre sea acogedor, y te da la seguridad de lograrlo con un solo toque.",NA,Yes,2022-09-26
6587,Limpia calzado color negro color y brillo en un instante,https://www.santaisabel.cl/limpia-calzado-color-negro-kl-ren-color-y-brillo-en-un-instante/p,https://santaisabel.vtexassets.com/arquivos/ids/171710-750-750?width=750&height=750&aspect=true,Klären,NA,2029,NA,Limpieza,Limpiador de Calzado Klaren color negro que limpia tus zapatos otorgando un ultrabillo y color al instante. Limpiador de Calzado Klaren color negro que limpia tus zapatos otorgando un ultrabillo y color al instante.,NA,Yes,2022-09-26
6588,Toalla Húmeda desinfectante Protect 35 un.,https://www.santaisabel.cl/toalla-humeda-nova-desinfectante-35un-1934137/p,https://santaisabel.vtexassets.com/arquivos/ids/207995-750-750?width=750&height=750&aspect=true,Nova,NA,2750,Toallitas Desinfectantes,Limpieza,"Las Toallas húmedas Nova desinfectantes son la forma más rápida y eficaz de limpiar en cualquier momento y lugar ya que eliminan el 99,99% de bacterias (tales como P. Aeruginosa, S. Aeurus, E. Coli). Cuida a tu familia utilizando las Toallas húmedas desinfectantes para limpiar de forma práctica y efectiva el polvo y la suciedad, dejando un agradable aroma a citrus en el ambiente.",NA,Yes,2022-09-26
6589,Limpiador desinfectante Marina 1.8 L,https://www.santaisabel.cl/limpiador-desinfectante-marina-1-8-l-1897524/p,https://santaisabel.vtexassets.com/arquivos/ids/195743-750-750?width=750&height=750&aspect=true,Clorox,NA,2999,NA,Limpieza,"Tipo de Producto
Limpiadores de Piso
Contenido
1.8 L
Cantidad
1.8 L
Variedad
Limpiadores de Piso",NA,Yes,2022-09-26
6590,Cera líquida amarilla pisos de madera 900 ml,https://www.santaisabel.cl/cera-liquida-amarilla-virginia-pisos-de-madera-900-ml/p,https://santaisabel.vtexassets.com/arquivos/ids/185530-750-750?width=750&height=750&aspect=true,Virginia,NA,3389,NA,Limpieza,"Este cera líquida es un producto especialmente elaborado para pisos de madera. Fabricado en base a ceras naturales, de fácil y cómoda aplicación.",NA,Yes,2022-09-26
6591,Desodorante ambiental Toque Limón Refrescante 2 un.,https://www.santaisabel.cl/des-glade-toque-limon-refresc-2un-9gr-1892684/p,https://santaisabel.vtexassets.com/arquivos/ids/183951-750-750?width=750&height=750&aspect=true,Glade,NA,4079,NA,Limpieza,"Glade® Toque® brinda la tranquilidad de una ráfaga de frescura instantánea cuando la necesitas. Solo presiona para activar el delicado rocío silencioso y rápidamente llena de fragancia tu baño. Su fórmula concentrada de tamaño discreto ayuda a garantizar que tu baño siempre sea acogedor, y te da la seguridad de lograrlo con un solo toque.",NA,Yes,2022-09-26
6592,Cera líquida 900 cc roja extra brillo para pisos de madera,https://www.santaisabel.cl/cera-liquida-virginia-900-cc-roja-extra-brillo-para-pisos-de-madera/p,https://santaisabel.vtexassets.com/arquivos/ids/185529-750-750?width=750&height=750&aspect=true,Virginia,NA,3389,NA,Limpieza,,NA,Yes,2022-09-26
6593,"Limpiapisos Lysoform 900 ml, floral",https://www.santaisabel.cl/limpiapisos-lysoform-900-ml-floral-1652889/p,https://santaisabel.vtexassets.com/arquivos/ids/200414-750-750?width=750&height=750&aspect=true,Lysoform,NA,1569,NA,Limpieza,,NA,Yes,2022-09-26
6594,Guantes Grandes multiuso Manlac,https://www.santaisabel.cl/guantes-grandes-multiuso-manlac-681119/p,https://santaisabel.vtexassets.com/arquivos/ids/198611-750-750?width=750&height=750&aspect=true,Manlac,NA,1579,NA,Limpieza,,NA,Yes,2022-09-26
6595,Limpiador antigrasa biodegradable 500 ml,https://www.santaisabel.cl/limpiador-antigrasa-biodegradable-500-ml-1901499/p,https://santaisabel.vtexassets.com/arquivos/ids/191292-750-750?width=750&height=750&aspect=true,Virutex,NA,2759,NA,Limpieza,"Limpiador de antigrasa con ingredientes biodegradables, envase 100% reciclable y fabricado con un 25% de material reciclado. Máximo poder desengrasante, solubiliza grasas rebeldes. Su fragancia proviene de extractos y esencias naturales.",NA,Yes,2022-09-26
6596,Esponja para calzado,https://www.santaisabel.cl/esponja-para-calzado-klaren-incolora-ultra-br/p,https://santaisabel.vtexassets.com/arquivos/ids/171712-750-750?width=750&height=750&aspect=true,Klären,NA,2029,NA,Limpieza,Esponja Incoloro para Calzado Klaren que limpia tu zapatos otorgando un ultrabillo y color al instante. Esponja Incoloro para Calzado Klaren que limpia tu zapatos otorgando un ultrabillo y color al instante.,NA,Yes,2022-09-26
